"Direct mapping to PerformingAccount column coming from MDAP (MSA Data Analytics Platform) source,FactPerformingAndNewCountmeasures_v1 table",looks Good,,,
"Direct mapping to AdvertiserId column coming from MDAP (MSA Data Analytics Platform) (MSA Data Analytics Platform) source,FactPerformingAndNewCountmeasures_v1 table",looks Good,,,
"Direct mapping to AccountTimeLineID column coming from MDAP (MSA Data Analytics Platform) source,FactPerformingAndNewCountmeasures_v1 table",looks Good,,,
"Derived by applying decode logic on AccountTimelineid and Datekey columns coming from Upstream source MDAP (Microsoft Ads Data Analytics Platform) DimAccountAttributesTimeline table.
Logic: SegmentationKey is populated by joining FactPerformingAndNewCountMeasures table with DimAccountAttributesTimeline tables using AccountTimelineId and Datekey from both table",Add the Source table name,,,
"Direct mapping to AdvertiserId column coming from MDAP (MSA Data Analytics Platform) source,FactPerformingAndNewCountmeasures_v1 table",looks Good,,,
"Direct mapping to AcquiredBefore3Months column coming from MDAP (MSA Data Analytics Platform) source,FactPerformingAndNewCountmeasures_v1 table",looks Good,,,
Timestamp in UTC at which record is updated by ETL process in UDP,Looks Good,,,
"Direct mapping to PerformingAdvertiserinPriorMonth column coming from MDAP (MSA Data Analytics Platform) source,FactPerformingAndNewCountmeasures_v1 table",looks Good,,,
"Direct mapping to PerformingAdvertiser column coming from MDAP (MSA Data Analytics Platform) source,FactPerformingAndNewCountmeasures_v1 table",looks Good,,,
Timestamp in UTC at which record is inserted by ETL process in UDP,Looks Good,,,
"Derived by applying decode logic on AccountTimelineid and Datekey columns coming from Upstream source MDAP (Microsoft Ads Data Analytics Platform) DimAccountAttributesTimeline table.
Logic: AccountAttributeTimeLineKey is populated by joining FactPerformingAndNewCountMeasures table with DimAccountAttributesTimeline tables using AccountTimelineId and Datekey from both table",Need to add logic. Please refer the latest guidelines,,,
Derived using Is1MonthChurn and AcquiredBefore3Months columns which come from MDAP (MSA Data Analytics Platform) source. When both are 1 then 1 else 0.,looks Good,,,
This is a Reference key to DimCustomerAccountNonPII table to get details for Customer Accounts. logic: CustomerAccountNonPIIKey is populated by joining DimCustomerAccountNonPII table with FactPerformingAndNewCountmeasures table using accountid from both tables.,Need to add the logic of key population. Please refer the latest Guidelines.,,,
"Direct mapping to 1mo_churn column coming from MDAP (MSA Data Analytics Platform) source,FactPerformingAndNewCountmeasures_v1 table",looks Good,,,
"This column is an indirect mapping to IsClosed column from FactSearchView table. Its mapped based on CustomerAccountNonPIIKey, DateKey from FactPerformingAndNewCountmeasures table  and CustomerAccountNonPIIKey, LastModifiedDate from FactSearchView. Logic: If CustomerAccountNonPIIKey isNotNull and IsClosed = Yes then 1 else 0",looks Good,,,
"This FactTables contains consolidated data from FactMessaging, FactPhone, FactSurvey, FactChatVendor, FactRevenue and FactServiceRequest. Grain : ServiceRequestId",looks Good,,,
"Direct mapping to ticketnumber column having string values coming from DFC.Public.incident file of dynamics, PartnerSIPReport.vw_SupportRequestDetails_Consumer file of rave, Incident.IncidentCap file of ASDCAP sources.",looks Good,,,
This is a reference key to DimIssueCode table to get details about IssueCode direct mapping of 'IssueCodeKey' from FactServiceRequest.,Need to add the logic of key population. Please refer the latest Guidelines.,,,
This is a reference key to DimCSSProduct table to get CSSProduct related to ticket direct mapping of 'CSSProductKey' from FactServiceRequest.,Need to add the logic of key population. Please refer the latest Guidelines.,,,
This is a reference key to DimDate table to know the date on which ticket is last modified in UTC timezone direct mapping of 'LastModifiedUTCDateKey' from FactServiceRequest.,Need to add the logic of key population. Please refer the latest Guidelines.,,,
This is a reference key to FactServiceRequest table to get ticket details direct mapping of 'ServiceRequestKey' from FactServiceRequest.,Need to add the logic of key population. Please refer the latest Guidelines.,,,
"Direct mapping to DaysToClose column having string values coming from Incident.IncidentCap file of ASDCAP source ; Derived by applying decode logic on msdfm_casestatecode column coming from DFC.Secured.CasePerfAttributesEvents file of Dynamics source.
Logic : if casestate is closed then difference between modifiedon and createdon, else 0",looks Good,,,
Timestamp in UTC at which record is inserted by ETL process in UDP,Looks Good,,,
This attribute is calculated using msdfm_casestatecode column coming from Dynamics source. Logic : if lag of casestate is closed and casestate is open then add 1 to the count,looks Good,,,
This is a reference key to DimSupportAreaPath table to get details about first support area path direct mapping of 'FirstSAPKey' from FactServiceRequest.,Need to add the logic of key population. Please refer the latest Guidelines.,,,
This is a reference key to DimSupportAreaPath table to get details about current support area path direct mapping of 'SAPKey' from FactServiceRequest.,Need to add the logic of key population. Please refer the latest Guidelines.,,,
This is a reference key to DimSubPlanningCategory table to get details about Sub Planning Category direct mapping of 'SubPlanningCategoryKey' from FactServiceRequest.,Need to add the logic of key population. Please refer the latest Guidelines.,,,
This is a reference key to DimSupportQueue table to get details about the tickets' support queue direct mapping of 'SupportQueueKey' from FactServiceRequest.,Need to add the logic of key population. Please refer the latest Guidelines.,,,
"Direct mapping to modifiedon column having timestamp values coming from DFC.Public.incident file of dynamics, PartnerSIPReport.vw_SupportRequestDetails_Consumer file of rave, Incident.IncidentCap file of ASDCAP sources. ",looks Good,,,
This is a reference key to DimTime table to know the time when ticket is created in UTC timezone direct mapping of 'CreatedUTCTimeKey' from FactServiceRequest.,Need to add the logic of key population. Please refer the latest Guidelines.,,,
This is a reference key to DimDate table to know the date on which ticket is created in UTC timezone direct mapping of 'CreatedUTCDateKey' from FactServiceRequest.,Need to add the logic of key population. Please refer the latest Guidelines.,,,
This is a reference key to DimTime table to know the time when ticket is last modified in PT timezone,Need to add the logic of key population. Please refer the latest Guidelines.,,,
This is a reference key to DimResourceTenure table to get details about Resource Tenure direct mapping of 'ResourceTenureKey' from FactServiceRequest.,Need to add the logic of key population. Please refer the latest Guidelines.,,,
This is a reference key to DimDate table to know the date on which ticket is last modified in PT timezone direct mapping of 'LastModifiedPTDateKey' from FactServiceRequest.,Need to add the logic of key population. Please refer the latest Guidelines.,,,
"This attribute is calculated using ServiceRequestId, MessagingKey & ChatBeginDateTime columns coming from FactMessaging as:
Logic:
      After partitioned the FactMessaging by ServiceRequestId, taking the latest MessagingKey (by descending order of ChatBeginDateTime) gives CurrentMessagingKey",looks Good,,,
"Direct mapping to SecondsToInitialResponse column having string values coming from Incident.IncidentCap file of ASDCAP source, Hardcoded to 0 for Dynamics",looks Good,,,
This is a reference key to DimServiceLine table to get details tickets' first service line direct mapping of 'FirstServiceLineQueueKey' from FactServiceRequest.,Need to add the logic of key population. Please refer the latest Guidelines.,,,
This is a reference key to DimGeography table to get details about Customer Geography direct mapping of 'CustomerGeographyKey' from FactServiceRequest.,Need to add the logic of key population. Please refer the latest Guidelines.,,,
This is a reference key to DimVendorSite table to get details about the employees' company and location direct mapping of 'VendorSiteKey' from FactServiceRequest.,Need to add the logic of key population. Please refer the latest Guidelines.,,,
This is a reference key to DimSupportChannel table to get first support channel of the ticket direct mapping of 'FirstSupportChannelQueueKey' from FactServiceRequest.,Need to add the logic of key population. Please refer the latest Guidelines.,,,
This is a reference key to DimServiceLine table to get details tickets' service line direct mapping of 'ServiceLineKey' from FactServiceRequest.,Need to add the logic of key population. Please refer the latest Guidelines.,,,
This is a reference key to DimEmployee table to get details about the employee who worked on this ticket direct mapping of 'EmployeeKey' from FactServiceRequest.,Need to add the logic of key population. Please refer the latest Guidelines.,,,
This is a reference key to DimRootCauseClassification table to get details about root cause classification direct mapping of 'RootCauseClassificationKey' from FactServiceRequest.,Need to add the logic of key population. Please refer the latest Guidelines.,,,
This is a reference key to DimCustomerPII table to get NonPII info about the customer direct mapping of 'CustomerNonPIIKey' from FactServiceRequest.,Need to add the logic of key population. Please refer the latest Guidelines.,,,
This is a reference key to DimSupportChannel table to get support channel of the ticket direct mapping of 'SupportChannelKey' from FactServiceRequest.,Need to add the logic of key population. Please refer the latest Guidelines.,,,
This is a reference key to DimProgramLineOfBusiness table to get program line of business details of the ticket direct mapping of 'ProgramLineOfBusinessKey' from FactServiceRequest.,Need to add the logic of key population. Please refer the latest Guidelines.,,,
"This attribute is calculated using msdfm_casestatecode column coming from Dynamics source. Logic : if casestate is resolved then difference between modifiedon and createdon, if open then difference between createdon and current time in minutes ",looks Good,,,
"Direct mapping to AgeInMinutes column having string values coming from Incident.IncidentCap file of ASDCAP source; Derived by applying decode logic on msdfm_casestatecode column coming from DFC.Secured.CasePerfAttributesEvents file of Dynamics source.
Logic : if casestate is closed then difference between modifiedon and createdon, if open then difference between createdon and current time in minutes ",looks Good,,,
This is a reference key to DimSupportProduct table to get details about Support Product direct mapping of 'SupportProductKey' from FactServiceRequest.,Need to add the logic of key population. Please refer the latest Guidelines.,,,
This is a reference key to DimSupportQueue table to get details about the tickets' first support queue direct mapping of 'FirstSupportQueueKey' from FactServiceRequest.,Need to add the logic of key population. Please refer the latest Guidelines.,,,
